bandwidth chain_growth
0.1 0.04442000000000001
0.15000000000000002 0.06518
0.20000000000000004 0.09210000000000004
0.25000000000000006 0.12711999999999998
0.30000000000000004 0.16024000000000002
0.3500000000000001 0.19408
0.40000000000000013 0.22358000000000003
0.45000000000000007 0.25567999999999996
0.5000000000000001 0.28256
0.5500000000000002 0.30766
0.6000000000000002 0.33322
0.6500000000000001 0.35526000000000013
0.7000000000000002 0.37627999999999984
0.7500000000000002 0.39219999999999994
0.8000000000000002 0.41118000000000005
0.8500000000000002 0.42659999999999987
0.9000000000000002 0.4414200000000001
0.9500000000000003 0.44963999999999993
1.0000000000000004 0.4513400000000001
1.0500000000000003 0.4577400000000001
1.1000000000000005 0.44470000000000015
1.1500000000000004 0.4444200000000001
1.2000000000000004 0.4513400000000001
1.2500000000000004 0.4581800000000002
1.3000000000000005 0.45678000000000013
1.3500000000000005 0.46094000000000007
1.4000000000000006 0.46968000000000004
1.4500000000000006 0.47178
1.5000000000000004 0.47391999999999995
1.5500000000000005 0.47767999999999994
1.6000000000000005 0.4827600000000001
1.6500000000000006 0.48632000000000003
1.7000000000000006 0.4940800000000001
1.7500000000000007 0.49953999999999993
1.8000000000000007 0.49858
1.8500000000000008 0.50196
1.9000000000000008 0.50968
1.9500000000000006 0.5119
2.0000000000000004 0.5203200000000001
