bandwidth chain_growth
0.1 0.05179
0.30000000000000004 0.10067000000000001
0.5000000000000001 0.17016
0.7000000000000001 0.23424
0.9000000000000001 0.29317999999999994
1.1000000000000003 0.34491
1.3000000000000003 0.39265
1.5000000000000004 0.43235
1.7000000000000004 0.46243000000000006
1.9000000000000004 0.48988999999999994
