bandwidth max_ancestor_height
0.01 0.014243749999999994
0.012589254117941675 0.014336249999999993
0.01584893192461114 0.014422499999999998
0.01995262314968881 0.014819999999999993
0.025118864315095822 0.015981250000000002
0.031622776601683826 0.018354999999999996
0.039810717055349776 0.022665
0.050118723362727303 0.02961999999999999
0.06309573444801943 0.03913250000000001
0.07943282347242829 0.05323375000000003
0.1000000000000002 0.07196624999999994
0.125892541179417 0.09511625
0.15848931924611173 0.122885
0.1995262314968885 0.15515875
0.25118864315095873 0.1922625000000001
0.3162277660168389 0.2339012500000001
0.39810717055349853 0.28082
0.501187233627274 0.3312524999999999
0.6309573444801956 0.38549500000000003
0.7943282347242846 0.44256000000000006
1.000000000000004 0.50045625
1.2589254117941726 0.5575062500000003
1.5848931924611207 0.61358
1.995262314968889 0.6663787499999998
2.5118864315095926 0.7152912499999998
3.1622776601683955 0.7599375
3.9810717055349936 0.7982937500000002
5.01187233627275 0.8321874999999997
6.309573444801969 0.8622237499999998
7.943282347242862 0.8893137500000005
10.000000000000062 0.90866125
12.589254117941753 0.9244425
15.84893192461124 0.9387249999999997
19.952623149688932 0.9487649999999996
25.118864315095976 0.9609187499999997
31.62277660168402 0.9684012500000003
39.81071705535002 0.9727525
50.11872336272761 0.9795875000000005
63.09573444801982 0.9811699999999993
79.43282347242878 0.9854087500000004
100.00000000000082 0.9897549999999994
125.89254117941765 0.9893712499999995
158.4893192461127 0.9917762499999996
199.52623149688992 0.99280125
251.18864315096027 0.9928100000000002
316.2277660168405 0.9939262499999998
398.107170553501 0.9969250000000001
501.18723362727764 0.9967200000000003
630.9573444801995 0.9958400000000007
794.3282347242887 0.9955849999999998
1000.0000000000102 0.9976287499999995
1258.9254117941816 0.99604625
1584.8931924611304 0.9985087500000001
1995.262314968899 0.9964412500000005
2511.886431509608 0.9963737499999996
3162.277660168418 0.9972175000000009
3981.0717055350183 0.9978124999999998
5011.872336272776 0.9958937500000001
6309.5734448020075 0.9978562500000007
7943.282347242919 0.9989562499999998
10000.000000000122 0.9967899999999997
12589.254117941817 0.99759375
15848.931924611335 0.9965987500000001
19952.623149689072 0.9998474999999998
25118.86431509613 0.99913375
31622.77660168418 0.9980550000000014
39810.717055350266 0.9962025000000001
50118.723362727964 0.9955549999999999
63095.7344480202 0.9978249999999995
79432.82347242918 0.9957825000000006
100000.00000000143 0.999403750000001
