time,height_delta,beta
0.01868394029101958,1,0.8
0.05442860682026203,0,0.8
0.5667210748028761,1,0.8
0.6673588897629277,1,0.8
0.8232684119087146,1,0.8
1.9881422073569142,0,0.8
2.469246850150715,0,0.8
2.630307316275155,0,0.8
2.773566600998106,0,0.8
3.003229916310503,0,0.8
3.0893077589803766,1,0.8
3.2742399803494626,2,0.8
3.556704637056783,2,0.8
3.7697248306867683,2,0.8
4.093796800034558,1,0.8
4.379398571182261,1,0.8
4.44043048719658,1,0.8
4.4447120820097625,1,0.8
4.742558472435845,1,0.8
4.8696943801316745,2,0.8
4.906433151307914,2,0.8
4.910852826768503,2,0.8
5.4661850588712095,1,0.8
5.551102427905159,1,0.8
5.970208120189692,2,0.8
5.986450270825504,2,0.8
6.993708499453018,1,0.8
7.18951879636806,1,0.8
7.600704824486533,2,0.8
7.787310705825436,2,0.8
7.897092763581146,2,0.8
7.903360713380429,2,0.8
8.151233383647535,1,0.8
8.471385795211477,2,0.8
8.520702442321854,2,0.8
9.412010251744384,1,0.8
9.805275111584052,1,0.8
9.915826847661334,1,0.8
10.295404859962249,1,0.8
10.537738421373056,0,0.8
11.05623383963784,1,0.8
11.567404594634956,0,0.8
11.583462227329461,0,0.8
11.755754912576103,1,0.8
11.983899296785612,2,0.8
12.192483799484183,3,0.8
12.28382447626721,3,0.8
12.824121268442985,2,0.8
13.467956391943506,2,0.8
13.53810919149237,2,0.8
13.718060388585052,2,0.8
13.827350532618404,1,0.8
14.513505680774722,2,0.8
14.514200577206028,2,0.8
14.54663817084706,2,0.8
14.556816605273978,2,0.8
15.110120486282959,1,0.8
15.670228762066762,1,0.8
15.854833531613924,1,0.8
16.082543547641308,1,0.8
16.161125863068836,0,0.8
16.383830249298757,0,0.8
16.67250689098848,0,0.8
17.132708358342942,1,0.8
17.738736846570493,0,0.8
18.366112414385572,1,0.8
18.639063674635562,2,0.8
19.09771296746312,1,0.8
19.223087356777683,1,0.8
19.24429287129017,2,0.8
19.44368007116337,3,0.8
19.4897160838149,3,0.8
19.695994529862155,4,0.8
19.858625463784676,4,0.8
19.989016965928013,4,0.8
20.308658075367475,3,0.8
21.079266122270308,2,0.8
21.152820202813164,2,0.8
21.431014002827666,2,0.8
21.9320190964955,2,0.8
22.03434823896173,2,0.8
22.129749547461387,3,0.8
22.154438565581874,3,0.8
22.179850385344604,3,0.8
22.4528944812251,2,0.8
22.53041049581643,3,0.8
22.556398425950796,3,0.8
22.84217505269282,3,0.8
22.896325966549988,3,0.8
23.128434695029327,3,0.8
23.493382990946888,2,0.8
23.579815447956143,2,0.8
23.957845736579284,2,0.8
24.25165822358369,2,0.8
24.45914720261899,2,0.8
25.26527815540285,1,0.8
25.431687292292228,2,0.8
25.756469219699742,2,0.8
26.320490587055502,1,0.8
26.380991946427947,1,0.8
26.548564482994635,1,0.8
26.598087079733936,1,0.8
26.868759383504365,1,0.8
26.930197191021623,0,0.8
26.97140945336614,0,0.8
27.00549315428944,0,0.8
27.029942890027073,0,0.8
27.47331752799742,1,0.8
27.509229857407338,1,0.8
27.654198638099587,1,0.8
28.213139672168385,2,0.8
28.943205912613927,1,0.8
29.315371407351208,1,0.8
29.909784794057924,2,0.8
29.960677061032147,1,0.8
30.22435555034026,1,0.8
30.285302939235777,1,0.8
30.32022134574998,1,0.8
30.58535037848603,1,0.8
30.697179268396404,1,0.8
30.989108231554255,0,0.8
31.120943250911264,0,0.8
31.27068400417018,0,0.8
31.815301467580035,0,0.8
31.962013267030343,0,0.8
32.00849412407988,0,0.8
32.518812920988125,0,0.8
32.52608893405449,0,0.8
32.65812928009588,1,0.8
32.81024937852696,1,0.8
32.8694137889103,1,0.8
33.13354463133185,0,0.8
