x_bandwidth,y_chain_growth,y_ancestor_height,download_rule
0.01,0.015983333333333342,0.0,greedy_extend_chain
0.01,0.01630000000000001,0.0,longest_header_chain
0.012589254117941675,0.016550000000000013,0.0,greedy_extend_chain
0.012589254117941675,0.016316666666666677,0.0,longest_header_chain
0.01584893192461114,0.017100000000000008,0.00035,greedy_extend_chain
0.01584893192461114,0.016316666666666677,0.0,longest_header_chain
0.01995262314968881,0.01888333333333334,0.002700000000000001,greedy_extend_chain
0.01995262314968881,0.01703333333333334,1.6666666666666667e-05,longest_header_chain
0.025118864315095822,0.021699999999999997,0.003933333333333333,greedy_extend_chain
0.025118864315095822,0.017800000000000003,0.0013499999999999999,longest_header_chain
0.031622776601683826,0.02603333333333334,0.006383333333333334,greedy_extend_chain
0.031622776601683826,0.020166666666666673,0.009166666666666672,longest_header_chain
0.039810717055349776,0.0312,0.011433333333333335,greedy_extend_chain
0.039810717055349776,0.024,0.015666666666666676,longest_header_chain
0.050118723362727303,0.039766666666666686,0.011783333333333333,greedy_extend_chain
0.050118723362727303,0.030500000000000003,0.025683333333333343,longest_header_chain
0.06309573444801943,0.050450000000000016,0.007516666666666666,greedy_extend_chain
0.06309573444801943,0.03943333333333334,0.03593333333333333,longest_header_chain
0.07943282347242829,0.06343333333333331,0.016,greedy_extend_chain
0.07943282347242829,0.05316666666666668,0.05086666666666668,longest_header_chain
0.1000000000000002,0.07993333333333333,0.00515,greedy_extend_chain
0.1000000000000002,0.07180000000000003,0.06991666666666665,longest_header_chain
0.125892541179417,0.09811666666666666,0.003433333333333333,greedy_extend_chain
0.125892541179417,0.09483333333333331,0.09324999999999999,longest_header_chain
0.15848931924611173,0.11996666666666668,0.004216666666666666,greedy_extend_chain
0.15848931924611173,0.12291666666666669,0.12171666666666665,longest_header_chain
0.1995262314968885,0.14394999999999997,0.0,greedy_extend_chain
0.1995262314968885,0.1544666666666667,0.1532666666666667,longest_header_chain
0.25118864315095873,0.16926666666666673,0.0,greedy_extend_chain
0.25118864315095873,0.1923,0.19113333333333332,longest_header_chain
0.3162277660168389,0.19721666666666662,0.007783333333333334,greedy_extend_chain
0.3162277660168389,0.2330166666666667,0.2319,longest_header_chain
0.39810717055349853,0.2292666666666667,0.018583333333333337,greedy_extend_chain
0.39810717055349853,0.2801166666666666,0.27925,longest_header_chain
0.501187233627274,0.2551833333333334,0.0,greedy_extend_chain
0.501187233627274,0.33180000000000004,0.33096666666666663,longest_header_chain
0.6309573444801956,0.3116166666666667,0.10235,greedy_extend_chain
0.6309573444801956,0.38383333333333336,0.3830666666666666,longest_header_chain
0.7943282347242846,0.4349,0.4343333333333334,greedy_extend_chain
0.7943282347242846,0.44161666666666677,0.4408666666666666,longest_header_chain
1.000000000000004,0.49979999999999986,0.4993333333333333,greedy_extend_chain
1.000000000000004,0.49823333333333336,0.4977166666666666,longest_header_chain
1.2589254117941726,0.5592166666666667,0.5585666666666669,greedy_extend_chain
1.2589254117941726,0.5546500000000001,0.5541333333333334,longest_header_chain
1.5848931924611207,0.6089333333333334,0.6085666666666666,greedy_extend_chain
1.5848931924611207,0.6149166666666667,0.6144666666666666,longest_header_chain
1.995262314968889,0.6634333333333333,0.6630333333333333,greedy_extend_chain
1.995262314968889,0.6639833333333336,0.6635500000000001,longest_header_chain
2.5118864315095926,0.7160999999999998,0.7157666666666666,greedy_extend_chain
2.5118864315095926,0.7109166666666665,0.7106166666666667,longest_header_chain
3.1622776601683955,0.7597666666666665,0.7594833333333332,greedy_extend_chain
3.1622776601683955,0.7581166666666665,0.7579333333333333,longest_header_chain
3.9810717055349936,0.7992166666666665,0.7990166666666667,greedy_extend_chain
3.9810717055349936,0.8008500000000001,0.8006666666666667,longest_header_chain
5.01187233627275,0.82465,0.8244666666666666,greedy_extend_chain
5.01187233627275,0.8323000000000002,0.8321833333333335,longest_header_chain
6.309573444801969,0.8545166666666666,0.8543666666666666,greedy_extend_chain
6.309573444801969,0.8572833333333334,0.8571000000000003,longest_header_chain
7.943282347242862,0.8800333333333333,0.8799499999999999,greedy_extend_chain
