inverse_delay	chain_growth
2.0	0.6694120000000001
1.9500000000000002	0.664912
1.9000000000000001	0.6578009999999999
1.8500000000000003	0.652251
1.7999999999999998	0.6462690000000002
1.75	0.6395079999999997
1.7000000000000002	0.632707
1.6500000000000004	0.6267779999999997
1.6	0.619154
1.55	0.612388
1.5000000000000004	0.6041980000000001
1.4500000000000002	0.5962490000000001
1.4000000000000001	0.5869809999999999
1.35	0.5788550000000002
1.3	0.5699540000000002
1.2500000000000002	0.5609439999999999
1.2000000000000002	0.5496569999999997
1.1500000000000001	0.5399460000000001
1.1	0.528755
1.05	0.5173979999999999
1.0	0.5051909999999998
0.9500000000000001	0.4936359999999999
0.9000000000000001	0.47927099999999995
0.8500000000000001	0.46540200000000015
0.8	0.449816
0.7500000000000002	0.4353030000000001
0.7000000000000001	0.418646
0.6500000000000001	0.4011160000000002
0.6000000000000001	0.38240100000000005
0.55	0.3623900000000002
0.5	0.3412509999999999
0.44999999999999996	0.3188449999999999
0.4	0.294959
0.35000000000000003	0.26926600000000006
0.3	0.24106299999999994
0.25	0.21172499999999989
0.2	0.17987399999999995
0.15000000000000002	0.14576000000000003
0.1	0.10921300000000005
0.05	0.06949899999999999
