time,height_delta,beta
0.17688261463474828,0,0.8
0.7224228026791157,0,0.8
0.7613882217513869,0,0.8
1.2389369143279183,0,0.8
1.294672724728045,0,0.8
1.3390206690731428,0,0.8
1.5062911696306012,0,0.8
1.5289876955046013,0,0.8
1.5918907165018423,0,0.8
1.7025199784662841,0,0.8
1.9340699703957183,0,0.8
2.144914299458338,0,0.8
2.2245696557180774,0,0.8
2.5714354801128176,0,0.8
2.607949987834863,0,0.8
2.663933622919657,0,0.8
3.876042777400571,0,0.8
3.945318116018618,1,0.8
4.176074712206483,1,0.8
4.306259064491064,1,0.8
4.3749823213213395,1,0.8
5.045323606329882,0,0.8
5.206041156698132,0,0.8
5.936956007903307,0,0.8
6.001568899648731,1,0.8
6.068984821521317,0,0.8
6.0752307516043915,0,0.8
6.141138255060532,1,0.8
6.246485955531612,1,0.8
6.294395871690117,1,0.8
6.38239932063662,2,0.8
7.015077963933547,2,0.8
7.091610146399863,2,0.8
7.167612085327527,2,0.8
7.3269464206439485,1,0.8
7.576476152782501,1,0.8
7.8413502000431965,2,0.8
7.888146893954867,2,0.8
8.140925616451494,2,0.8
8.153411957232093,2,0.8
8.413759036988358,3,0.8
8.84368940937251,3,0.8
8.979769609211061,3,0.8
9.249030862372715,2,0.8
9.286061557042993,2,0.8
9.430100431900419,2,0.8
9.494171353828541,2,0.8
10.2753175030888,2,0.8
11.1464983331931,2,0.8
11.934539255286175,3,0.8
12.392674918471306,2,0.8
12.656195875583627,2,0.8
12.99440963163817,3,0.8
13.101096696253917,3,0.8
13.145544098368802,3,0.8
13.231115029641144,3,0.8
13.41995265359104,4,0.8
13.686732560203968,4,0.8
13.71122547518482,4,0.8
14.084899169887683,4,0.8
14.146593377878094,4,0.8
14.554473949369182,5,0.8
15.19667546313327,4,0.8
15.536456432041547,5,0.8
15.649530891480753,5,0.8
15.913906479958985,6,0.8
16.005600632494513,6,0.8
16.054078557767863,6,0.8
16.228220551665324,6,0.8
16.452026609331885,6,0.8
16.929746550399354,6,0.8
17.10862044234697,7,0.8
17.118736889077002,7,0.8
17.207812334421156,6,0.8
17.391037250268365,7,0.8
17.43301875262395,8,0.8
17.48069618256405,8,0.8
17.62947485832394,9,0.8
17.683020411703023,10,0.8
17.96530615640677,10,0.8
18.286518405646355,10,0.8
18.492605652377602,10,0.8
18.555370589784125,10,0.8
18.584013962849678,11,0.8
18.70846697491917,11,0.8
19.147857640533534,11,0.8
19.270005045257783,10,0.8
19.36098144883397,10,0.8
20.08780197369646,10,0.8
20.886698205390356,10,0.8
21.71858757580567,11,0.8
22.46435997599101,12,0.8
22.58208230866589,13,0.8
22.656458516311076,12,0.8
22.818095316956818,12,0.8
23.16782123431593,12,0.8
23.432243500484454,12,0.8
23.9410104465403,12,0.8
23.97423427536061,12,0.8
24.00681079831772,12,0.8
25.391548829441426,13,0.8
25.5307591330727,12,0.8
25.74889261711675,12,0.8
25.994466422258974,12,0.8
26.176157138889398,13,0.8
26.387296550606802,13,0.8
26.73208712860813,13,0.8
26.77990700548578,13,0.8
27.04432040840897,13,0.8
27.742013879211633,12,0.8
27.861577258729305,12,0.8
28.044253694254635,12,0.8
28.228932459208288,12,0.8
28.826315089037866,12,0.8
28.89313464808054,13,0.8
29.475448292234297,13,0.8
29.780324745623037,12,0.8
29.923273271792354,13,0.8
30.1303149533168,13,0.8
30.138697467041197,13,0.8
30.583311730065564,13,0.8
30.813647902215806,13,0.8
31.013383036340453,13,0.8
31.038026763525593,13,0.8
31.164768791797677,14,0.8
31.620259772713027,13,0.8
32.451783743105395,13,0.8
33.17594486868721,13,0.8
33.19619999813566,13,0.8
33.79593102205224,13,0.8
33.815331580695066,13,0.8
34.14509729196482,13,0.8
34.222778679587805,13,0.8
34.34863844513547,14,0.8
34.454536330163265,14,0.8
34.56979257428177,15,0.8
35.298325640771544,14,0.8
35.70953145620252,14,0.8
36.09697898825062,15,0.8
36.27794611125946,15,0.8
36.32121498350108,15,0.8
37.136932272191046,16,0.8
37.35008709877887,15,0.8
37.38485712440311,16,0.8
37.55637892155553,16,0.8
37.6526900909446,16,0.8
38.10796374459175,16,0.8
38.35448501634363,16,0.8
38.8294095935973,16,0.8
39.07090304091668,16,0.8
39.758690547546905,15,0.8
40.26449036176121,15,0.8
40.973928524807235,15,0.8
41.640351543364936,15,0.8
41.67494211349714,15,0.8
41.79732301449225,15,0.8
42.04789157305732,15,0.8
42.05987571423501,15,0.8
42.47605676062114,15,0.8
43.06832758739814,15,0.8
43.51114248013529,15,0.8
43.694219986475204,15,0.8
43.76126066997399,16,0.8
44.15361331497429,16,0.8
44.399549530025375,15,0.8
44.5103408022658,15,0.8
44.541569626792196,15,0.8
44.70037552065093,16,0.8
44.84168444259452,16,0.8
45.0998632488632,16,0.8
45.17933779709812,16,0.8
45.3548772456283,16,0.8
45.55343772394527,16,0.8
45.66410155537172,16,0.8
45.68352489663252,16,0.8
45.970166562348815,17,0.8
46.37493771381739,18,0.8
46.590655116733075,19,0.8
46.59405809920776,19,0.8
46.618038893344504,19,0.8
46.95289594206292,19,0.8
47.87817882049062,18,0.8
48.20008807980734,18,0.8
48.254363863361206,18,0.8
48.261079310748066,18,0.8
48.35577696271502,18,0.8
48.50962786052556,18,0.8
48.56657799578821,18,0.8
48.61552074341467,18,0.8
49.376054262001,19,0.8
49.43068714406798,18,0.8
49.53519211625363,19,0.8
49.71931801193339,19,0.8
50.32784057741303,19,0.8
50.50455344096234,19,0.8
50.514002069712824,19,0.8
50.89860980267845,19,0.8
51.2466659016343,19,0.8
51.4330412781863,20,0.8
51.51214213806826,21,0.8
51.62463180677329,22,0.8
51.84840166712656,22,0.8
52.12170671923336,22,0.8
52.1631563827737,22,0.8
52.50724549944212,22,0.8
52.54551409075085,23,0.8
52.6424557817404,23,0.8
52.889020800859335,23,0.8
53.63101265897319,23,0.8
53.82005766233223,23,0.8
53.903413622766514,22,0.8
53.90710921742997,22,0.8
53.96897651404217,22,0.8
53.9997994094523,22,0.8
54.05461942911785,22,0.8
54.098976514639006,23,0.8
54.390715825665616,23,0.8
54.53556301024427,23,0.8
54.618022028131676,24,0.8
55.11776030688354,24,0.8
55.24706740857753,25,0.8
55.729005247395726,25,0.8
55.894435998905664,25,0.8
55.90121420583954,25,0.8
56.69039148892133,26,0.8
56.81254873796744,25,0.8
57.1034628103432,25,0.8
57.35539560723877,25,0.8
57.77106523566888,24,0.8
57.89793489101397,24,0.8
59.25095862594299,24,0.8
59.32440864622857,24,0.8
59.394059487722565,24,0.8
59.76955678053411,24,0.8
60.007648810349124,24,0.8
60.11503706777859,24,0.8
60.58997155784143,24,0.8
60.70969958407928,24,0.8
60.86582545445096,25,0.8
60.89680806803099,25,0.8
61.490348178382504,25,0.8
62.07933522888363,26,0.8
62.292420073562695,26,0.8
62.41330095026914,26,0.8
63.174060540937155,27,0.8
63.294054765452564,28,0.8
63.432127626031445,27,0.8
63.46612654971999,27,0.8
63.55323746919845,27,0.8
63.65038709126071,27,0.8
63.67817439065577,27,0.8
64.05998063216987,27,0.8
64.43848986087137,28,0.8
64.68782363038548,28,0.8
64.97281231682429,29,0.8
66.07140636236903,28,0.8
66.21501959310913,28,0.8
66.36937736215744,28,0.8
67.72630646252942,28,0.8
67.92677376106549,28,0.8
67.94183202494114,28,0.8
68.40217674113589,29,0.8
68.78461549447181,29,0.8
68.8538863194974,29,0.8
69.62003099166627,29,0.8
70.04921765908554,29,0.8
70.73811722833459,29,0.8
71.00810225326427,29,0.8
71.13519808590853,29,0.8
71.69749791995437,28,0.8
72.05406079939362,28,0.8
72.11700850128231,29,0.8
72.12785092873811,29,0.8
