x_bandwidth,y_chain_growth,attacker
0.01,0.010173000000000003,no attacker
0.01,0.010862,active attacker
0.011220184543019636,0.010183000000000005,no attacker
0.011220184543019636,0.011638999999999997,active attacker
0.012589254117941675,0.010252999999999998,no attacker
0.012589254117941675,0.012820999999999992,active attacker
0.014125375446227547,0.010497000000000003,no attacker
0.014125375446227547,0.014271999999999991,active attacker
0.01584893192461114,0.010653000000000008,no attacker
0.01584893192461114,0.015959000000000015,active attacker
0.017782794100389236,0.011247000000000005,no attacker
0.017782794100389236,0.01784900000000002,active attacker
0.01995262314968881,0.011778999999999998,no attacker
0.01995262314968881,0.020019000000000012,active attacker
0.022387211385683413,0.01248,no attacker
0.022387211385683413,0.022365,active attacker
0.025118864315095822,0.013648999999999996,no attacker
0.025118864315095822,0.024796999999999975,active attacker
0.028183829312644564,0.014886000000000002,no attacker
0.028183829312644564,0.027196999999999995,active attacker
0.031622776601683826,0.016998,no attacker
0.031622776601683826,0.02954100000000001,active attacker
0.035481338923357586,0.018636000000000003,no attacker
0.035481338923357586,0.031872000000000004,active attacker
0.039810717055349776,0.021823999999999996,no attacker
0.039810717055349776,0.03409899999999999,active attacker
0.04466835921509637,0.025356999999999994,no attacker
0.04466835921509637,0.03634399999999999,active attacker
0.050118723362727303,0.029038999999999985,no attacker
0.050118723362727303,0.03862700000000002,active attacker
0.056234132519034995,0.03351600000000001,no attacker
0.056234132519034995,0.04086200000000001,active attacker
0.06309573444801943,0.03880600000000002,no attacker
0.06309573444801943,0.042975000000000006,active attacker
0.07079457843841391,0.04520199999999999,no attacker
0.07079457843841391,0.045202000000000006,active attacker
0.07943282347242829,0.052695000000000006,no attacker
0.07943282347242829,0.047347,active attacker
0.08912509381337473,0.06172299999999999,no attacker
0.08912509381337473,0.049615,active attacker
0.1000000000000002,0.07160499999999999,no attacker
0.1000000000000002,0.05187200000000002,active attacker
0.11220184543019658,0.082691,no attacker
0.11220184543019658,0.05400099999999999,active attacker
0.125892541179417,0.09490800000000002,no attacker
0.125892541179417,0.056466,active attacker
0.14125375446227575,0.10822999999999999,no attacker
0.14125375446227575,0.059168000000000005,active attacker
0.15848931924611173,0.122744,no attacker
0.15848931924611173,0.06219199999999999,active attacker
0.17782794100389274,0.13828399999999996,no attacker
0.17782794100389274,0.06572399999999998,active attacker
0.1995262314968885,0.15513999999999992,no attacker
0.1995262314968885,0.07057,active attacker
0.2238721138568346,0.17306999999999997,no attacker
0.2238721138568346,0.07659500000000001,active attacker
0.25118864315095873,0.19235400000000002,no attacker
0.25118864315095873,0.08418900000000001,active attacker
0.2818382931264462,0.21267499999999998,no attacker
0.2818382931264462,0.09371999999999997,active attacker
0.3162277660168389,0.23426000000000005,no attacker
0.3162277660168389,0.10564099999999998,active attacker
0.3548133892335766,0.25704599999999994,no attacker
0.3548133892335766,0.11910700000000002,active attacker
0.39810717055349853,0.2813520000000001,no attacker
0.39810717055349853,0.13462999999999997,active attacker
0.44668359215096465,0.30613,no attacker
0.44668359215096465,0.151576,active attacker
0.501187233627274,0.33233299999999993,no attacker
0.501187233627274,0.17067100000000007,active attacker
0.5623413251903511,0.35902199999999995,no attacker
0.5623413251903511,0.19115799999999994,active attacker
0.6309573444801956,0.3866849999999999,no attacker
0.6309573444801956,0.21376599999999993,active attacker
0.7079457843841406,0.414984,no attacker
0.7079457843841406,0.23754099999999997,active attacker
0.7943282347242846,0.44359099999999996,no attacker
0.7943282347242846,0.26358800000000004,active attacker
0.8912509381337491,0.4721590000000001,no attacker
0.8912509381337491,0.29073799999999994,active attacker
1.000000000000004,0.501954,no attacker
1.000000000000004,0.31991199999999986,active attacker
1.1220184543019676,0.5306299999999999,no attacker
1.1220184543019676,0.3506390000000001,active attacker
1.2589254117941726,0.559791,no attacker
1.2589254117941726,0.38273499999999994,active attacker
1.4125375446227613,0.5881989999999999,no attacker
1.4125375446227613,0.4163839999999998,active attacker
1.5848931924611207,0.6152150000000001,no attacker
1.5848931924611207,0.4447940000000001,active attacker
1.77827941003893,0.6428070000000001,no attacker
1.77827941003893,0.4734029999999998,active attacker
1.995262314968889,0.6691099999999999,no attacker
1.995262314968889,0.5021530000000001,active attacker
2.2387211385683514,0.6939210000000002,no attacker
2.2387211385683514,0.531527,active attacker
2.5118864315095926,0.7174029999999999,no attacker
2.5118864315095926,0.559775,active attacker
2.8183829312644666,0.740314,no attacker
2.8183829312644666,0.5881639999999999,active attacker
3.1622776601683955,0.7612110000000001,no attacker
3.1622776601683955,0.615294,active attacker
3.548133892335775,0.782705,no attacker
3.548133892335775,0.6422000000000001,active attacker
3.9810717055349936,0.800332,no attacker
3.9810717055349936,0.6673639999999998,active attacker
4.466835921509653,0.81993,no attacker
4.466835921509653,0.6932730000000003,active attacker
5.01187233627275,0.8354199999999997,no attacker
5.01187233627275,0.7165040000000004,active attacker
5.623413251903525,0.8499479999999997,no attacker
5.623413251903525,0.7405330000000001,active attacker
6.309573444801969,0.8646979999999997,no attacker
6.309573444801969,0.7613579999999999,active attacker
7.079457843841417,0.8773039999999998,no attacker
7.079457843841417,0.7815669999999995,active attacker
7.943282347242862,0.8882279999999997,no attacker
7.943282347242862,0.8015129999999998,active attacker
8.912509381337514,0.899259,no attacker
8.912509381337514,0.8179809999999997,active attacker
10.000000000000062,0.9100549999999995,no attacker
10.000000000000062,0.834568,active attacker
11.220184543019698,0.9188769999999999,no attacker
11.220184543019698,0.8507230000000005,active attacker
12.589254117941753,0.9261559999999994,no attacker
12.589254117941753,0.8629009999999999,active attacker
14.125375446227642,0.9345270000000002,no attacker
14.125375446227642,0.8779269999999998,active attacker
15.84893192461124,0.9419550000000002,no attacker
15.84893192461124,0.8887740000000002,active attacker
17.78279410038934,0.9475669999999999,no attacker
17.78279410038934,0.8992990000000002,active attacker
19.952623149688932,0.9540419999999998,no attacker
19.952623149688932,0.9098110000000007,active attacker
22.38721138568356,0.9564490000000005,no attacker
22.38721138568356,0.9169390000000007,active attacker
25.118864315095976,0.9625360000000001,no attacker
25.118864315095976,0.9277789999999995,active attacker
28.183829312644722,0.9643320000000007,no attacker
28.183829312644722,0.9339089999999994,active attacker
31.62277660168402,0.9681839999999995,no attacker
31.62277660168402,0.9394319999999997,active attacker
35.481338923357825,0.9730550000000002,no attacker
35.481338923357825,0.9469989999999997,active attacker
39.81071705535002,0.9770869999999999,no attacker
39.81071705535002,0.951898,active attacker
44.66835921509662,0.9783260000000001,no attacker
44.66835921509662,0.9588610000000002,active attacker
50.11872336272761,0.9818380000000002,no attacker
50.11872336272761,0.9628109999999999,active attacker
56.23413251903537,0.9837510000000002,no attacker
56.23413251903537,0.9663660000000004,active attacker
63.09573444801982,0.9857360000000003,no attacker
63.09573444801982,0.968789,active attacker
70.7945784384143,0.9867680000000003,no attacker
70.7945784384143,0.9725400000000002,active attacker
79.43282347242878,0.987631,no attacker
79.43282347242878,0.9754960000000001,active attacker
89.12509381337532,0.9890769999999998,no attacker
89.12509381337532,0.9805339999999997,active attacker
100.00000000000082,0.9901509999999996,no attacker
100.00000000000082,0.980426,active attacker
112.20184543019721,0.9922479999999999,no attacker
112.20184543019721,0.9818919999999995,active attacker
125.89254117941765,0.9897479999999999,no attacker
125.89254117941765,0.9839970000000002,active attacker
141.2537544622767,0.9934339999999999,no attacker
141.2537544622767,0.9867930000000001,active attacker
158.4893192461127,0.9940829999999999,no attacker
158.4893192461127,0.9865879999999996,active attacker
177.82794100389373,0.9948130000000003,no attacker
177.82794100389373,0.9919280000000004,active attacker
199.52623149688992,0.9975890000000005,no attacker
199.52623149688992,0.9913380000000003,active attacker
223.87211385683608,0.9953060000000004,no attacker
223.87211385683608,0.991178,active attacker
251.18864315096027,0.994291,no attacker
251.18864315096027,0.992414,active attacker
281.8382931264478,0.9967709999999995,no attacker
281.8382931264478,0.9938579999999998,active attacker
316.2277660168405,0.9978950000000004,no attacker
316.2277660168405,0.9927810000000001,active attacker
354.81338923357896,0.9965579999999998,no attacker
354.81338923357896,0.99433,active attacker
398.107170553501,0.9987339999999996,no attacker
398.107170553501,0.9940889999999999,active attacker
446.6835921509671,0.9975190000000002,no attacker
446.6835921509671,0.99517,active attacker
501.18723362727764,0.9982299999999998,no attacker
501.18723362727764,0.9958090000000002,active attacker
562.3413251903548,0.9983660000000001,no attacker
562.3413251903548,0.9975390000000002,active attacker
630.9573444801995,0.999101,no attacker
630.9573444801995,0.9982069999999998,active attacker
707.9457843841445,0.9986519999999999,no attacker
707.9457843841445,0.9972409999999999,active attacker
794.3282347242887,1.000153,no attacker
794.3282347242887,0.9957579999999999,active attacker
891.250938133755,0.9969559999999997,no attacker
891.250938133755,0.9961780000000001,active attacker
1000.0000000000102,1.0005489999999997,no attacker
1000.0000000000102,0.9961920000000003,active attacker
1122.0184543019745,0.9988800000000002,no attacker
1122.0184543019745,0.9987110000000001,active attacker
1258.9254117941816,0.9988790000000001,no attacker
1258.9254117941816,1.0000620000000005,active attacker
1412.53754462277,0.9999410000000002,no attacker
1412.53754462277,0.9985709999999999,active attacker
1584.8931924611304,0.9986899999999997,no attacker
1584.8931924611304,0.9977780000000002,active attacker
1778.279410038941,0.9993779999999995,no attacker
1778.279410038941,0.9986970000000003,active attacker
1995.262314968899,0.999025,no attacker
1995.262314968899,1.0009110000000003,active attacker
2238.7211385683654,1.0006199999999998,no attacker
2238.7211385683654,0.9985680000000003,active attacker
2511.886431509608,0.9993430000000002,no attacker
2511.886431509608,0.9996650000000001,active attacker
2818.382931264484,0.9999099999999999,no attacker
2818.382931264484,0.9998330000000002,active attacker
3162.277660168418,0.9991200000000002,no attacker
3162.277660168418,0.9994299999999998,active attacker
3548.1338923357966,0.9992290000000001,no attacker
3548.1338923357966,0.9993289999999999,active attacker
3981.0717055350183,0.9999850000000001,no attacker
3981.0717055350183,1.000176000000001,active attacker
4466.835921509681,0.998808,no attacker
4466.835921509681,1.0003980000000003,active attacker
5011.872336272776,0.999013,no attacker
5011.872336272776,0.9985739999999999,active attacker
5623.41325190356,1.0008460000000001,no attacker
5623.41325190356,1.0000299999999998,active attacker
6309.5734448020075,1.000244,no attacker
6309.5734448020075,0.9992090000000001,active attacker
7079.45784384146,1.0004119999999999,no attacker
7079.45784384146,1.000688,active attacker
7943.282347242919,1.0003760000000004,no attacker
7943.282347242919,0.9988780000000002,active attacker
8912.509381337568,0.9988710000000002,no attacker
8912.509381337568,1.000216,active attacker
10000.000000000122,1.0001510000000002,no attacker
10000.000000000122,0.9987549999999998,active attacker
11220.184543019768,0.9993609999999999,no attacker
11220.184543019768,1.0005519999999999,active attacker
12589.254117941817,1.0002799999999994,no attacker
12589.254117941817,1.0015030000000003,active attacker
14125.375446227728,1.0015929999999997,no attacker
14125.375446227728,0.9990600000000001,active attacker
15848.931924611335,1.000052,no attacker
15848.931924611335,1.001452,active attacker
17782.794100389445,0.9986140000000004,no attacker
17782.794100389445,1.0017369999999997,active attacker
19952.623149689072,0.9996009999999997,no attacker
19952.623149689072,1.0000859999999996,active attacker
22387.2113856837,0.9999099999999999,no attacker
22387.2113856837,1.0004179999999998,active attacker
25118.86431509613,1.0005869999999997,no attacker
25118.86431509613,0.999971,active attacker
28183.829312644895,1.000352,no attacker
28183.829312644895,0.9999380000000002,active attacker
31622.77660168418,1.0020970000000005,no attacker
31622.77660168418,0.9994909999999997,active attacker
35481.33892335804,1.001154,no attacker
35481.33892335804,0.9989319999999998,active attacker
39810.717055350266,1.0012130000000004,no attacker
39810.717055350266,1.000633,active attacker
44668.3592150969,1.0009590000000002,no attacker
44668.3592150969,1.000986,active attacker
50118.723362727964,0.9983240000000001,no attacker
50118.723362727964,1.00006,active attacker
56234.13251903572,1.0007409999999997,no attacker
56234.13251903572,1.0007720000000007,active attacker
63095.7344480202,0.9997520000000003,no attacker
63095.7344480202,0.9996450000000003,active attacker
70794.57843841474,0.9996500000000001,no attacker
70794.57843841474,0.9988649999999997,active attacker
79432.82347242918,0.9989479999999997,no attacker
79432.82347242918,1.001452,active attacker
89125.09381337586,0.9979960000000002,no attacker
89125.09381337586,1.0003232323232323,active attacker
100000.00000000143,1.0003430000000002,no attacker
100000.00000000143,0.999859,active attacker
