inverse_delay	chain_growth
100000.00000000143	1.000006
79432.82347242918	0.999792
63095.7344480202	0.9992519999999998
50118.72336272797	0.9996680000000001
39810.717055350266	1.001327
31622.776601684185	1.0002459999999997
25118.86431509613	1.0005460000000002
19952.623149689072	1.0003030000000004
15848.931924611337	0.9988519999999991
12589.254117941819	0.9991100000000002
10000.000000000122	0.9999220000000001
7943.28234724292	0.999443
6309.5734448020075	0.9990849999999998
5011.872336272776	1.0011309999999998
3981.0717055350183	0.9997929999999999
3162.277660168418	1.0000050000000003
2511.886431509608	1.0004919999999995
1995.2623149688989	0.999464
1584.8931924611304	1.0000529999999999
1258.9254117941816	1.0000399999999998
1000.0000000000101	0.997477
794.3282347242887	0.9991999999999996
630.9573444801995	0.9972779999999998
501.1872336272777	0.9985559999999998
398.107170553501	0.9966699999999998
316.2277660168405	0.9977879999999992
251.18864315096025	0.9949059999999998
199.52623149688992	0.99495
158.4893192461127	0.9929550000000001
125.89254117941765	0.991469
100.00000000000082	0.9907419999999995
79.43282347242878	0.9865520000000005
63.095734448019826	0.9843990000000005
50.11872336272761	0.9813540000000005
39.81071705535002	0.974614
31.622776601684016	0.9693629999999999
25.118864315095976	0.9622679999999998
19.952623149688932	0.952753
15.848931924611238	0.9415459999999999
12.589254117941753	0.92849
10.000000000000062	0.9097329999999998
7.943282347242862	0.889354
6.309573444801969	0.8653499999999997
5.01187233627275	0.835413
3.9810717055349936	0.8012889999999997
3.1622776601683955	0.7617549999999998
2.5118864315095926	0.7192529999999998
1.995262314968889	0.6694380000000001
1.5848931924611207	0.6166049999999997
1.2589254117941726	0.5624219999999999
1.000000000000004	0.5054469999999998
0.7943282347242845	0.448897
0.6309573444801956	0.3942249999999998
0.501187233627274	0.34146
0.39810717055349853	0.29380200000000006
0.3162277660168389	0.25045100000000003
0.25118864315095873	0.21243999999999996
0.1995262314968885	0.179585
0.15848931924611173	0.15175200000000008
0.125892541179417	0.12854999999999994
0.1000000000000002	0.10923199999999994
0.07943282347242829	0.09350299999999999
0.06309573444801943	0.08047099999999997
0.050118723362727303	0.069531
0.039810717055349776	0.06019
0.031622776601683826	0.052432999999999994
0.025118864315095822	0.045676999999999975
0.01995262314968881	0.040101000000000005
0.01584893192461114	0.035259
0.012589254117941677	0.031306999999999995
0.01	0.02786
