bandwidth	chain_growth
0.01	0.012558999999999992
0.012589254117941675	0.01261999999999999
0.01584893192461114	0.012824999999999998
0.01995262314968881	0.013396999999999994
0.025118864315095822	0.014578999999999998
0.031622776601683826	0.017412999999999998
0.039810717055349776	0.022180000000000005
0.050118723362727303	0.029384000000000007
0.06309573444801943	0.038805000000000006
0.07943282347242829	0.05288200000000003
0.1000000000000002	0.07179599999999998
0.125892541179417	0.09518900000000001
0.15848931924611173	0.12281800000000002
0.1995262314968885	0.15529999999999997
0.25118864315095873	0.192471
0.3162277660168389	0.234464
0.39810717055349853	0.2811150000000001
0.501187233627274	0.3321300000000001
0.6309573444801956	0.3864230000000001
0.7943282347242846	0.44290399999999996
1.000000000000004	0.501212
1.2589254117941726	0.5595900000000003
1.5848931924611207	0.6160270000000001
1.995262314968889	0.6668529999999998
2.5118864315095926	0.7171580000000004
3.1622776601683955	0.7622110000000001
3.9810717055349936	0.8003630000000003
5.01187233627275	0.8345529999999997
6.309573444801969	0.8646679999999998
7.943282347242862	0.8888709999999999
10.000000000000062	0.9093930000000001
12.589254117941753	0.9277099999999997
15.84893192461124	0.9418080000000002
19.952623149688932	0.9532749999999999
25.118864315095976	0.9638899999999999
31.62277660168402	0.9696700000000004
39.81071705535002	0.9760830000000003
50.11872336272761	0.9808360000000002
63.09573444801982	0.9837069999999997
79.43282347242878	0.9882410000000001
100.00000000000082	0.9903510000000001
125.89254117941765	0.9907320000000002
158.4893192461127	0.9935499999999999
199.52623149688992	0.993712
251.18864315096027	0.9960089999999999
316.2277660168405	0.996782
398.107170553501	0.9980849999999998
501.18723362727764	0.9999809999999997
630.9573444801995	0.9968880000000006
794.3282347242887	0.9989589999999998
1000.0000000000102	0.9985759999999999
1258.9254117941816	0.9977769999999999
1584.8931924611304	0.9999369999999999
1995.262314968899	1.001332
2511.886431509608	0.998346
3162.277660168418	0.9980080000000001
3981.0717055350183	0.9995570000000003
5011.872336272776	0.9997720000000002
6309.5734448020075	1.0001620000000002
7943.282347242919	1.0008080000000008
10000.000000000122	0.9988439999999994
12589.254117941817	1.0015500000000002
15848.931924611335	0.9998109999999998
19952.623149689072	1.0012070000000002
25118.86431509613	1.0000699999999998
31622.77660168418	1.0002709999999997
39810.717055350266	0.99928
50118.723362727964	1.0011579999999998
63095.7344480202	1.0006800000000002
79432.82347242918	0.999242
100000.00000000143	0.9997109999999998
