x_bandwidth,y_chain_growth,attacker
0.01,0.011399999999999997,no attacker
0.01,0.0126,active attacker
0.012589254117941675,0.0128,no attacker
0.012589254117941675,0.014000000000000002,active attacker
0.01584893192461114,0.0123,no attacker
0.01584893192461114,0.016599999999999997,active attacker
0.01995262314968881,0.0115,no attacker
0.01995262314968881,0.0208,active attacker
0.025118864315095822,0.016600000000000004,no attacker
0.025118864315095822,0.0254,active attacker
0.031622776601683826,0.020899999999999995,no attacker
0.031622776601683826,0.030000000000000006,active attacker
0.039810717055349776,0.024599999999999997,no attacker
0.039810717055349776,0.03370000000000001,active attacker
0.050118723362727303,0.029000000000000005,no attacker
0.050118723362727303,0.038099999999999995,active attacker
0.06309573444801943,0.0392,no attacker
0.06309573444801943,0.042199999999999994,active attacker
0.07943282347242829,0.054000000000000006,no attacker
0.07943282347242829,0.051000000000000004,active attacker
0.1000000000000002,0.07309999999999998,no attacker
0.1000000000000002,0.055499999999999994,active attacker
0.125892541179417,0.09549999999999999,no attacker
0.125892541179417,0.0631,active attacker
0.15848931924611173,0.12309999999999999,no attacker
0.15848931924611173,0.06639999999999999,active attacker
0.1995262314968885,0.15639999999999998,no attacker
0.1995262314968885,0.07249999999999998,active attacker
0.25118864315095873,0.1926,no attacker
0.25118864315095873,0.08869999999999999,active attacker
0.3162277660168389,0.23509999999999995,no attacker
0.3162277660168389,0.10500000000000001,active attacker
0.39810717055349853,0.2814,no attacker
0.39810717055349853,0.13490000000000002,active attacker
0.501187233627274,0.3350000000000001,no attacker
0.501187233627274,0.17270000000000002,active attacker
0.6309573444801956,0.38849999999999996,no attacker
0.6309573444801956,0.21480000000000002,active attacker
0.7943282347242846,0.44299999999999995,no attacker
0.7943282347242846,0.2632,active attacker
1.000000000000004,0.5015,no attacker
1.000000000000004,0.3217,active attacker
1.2589254117941726,0.5653,no attacker
1.2589254117941726,0.38310000000000005,active attacker
1.5848931924611207,0.6113000000000001,no attacker
1.5848931924611207,0.4417000000000001,active attacker
1.995262314968889,0.6636,no attacker
