x_bandwidth,y_chain_growth,attacker
1.995262314968889,0.5117999999999999,active attacker
2.5118864315095926,0.7203999999999999,no attacker
2.5118864315095926,0.5556000000000001,active attacker
3.1622776601683955,0.7615000000000001,no attacker
3.1622776601683955,0.6203000000000001,active attacker
3.9810717055349936,0.8103,no attacker
3.9810717055349936,0.6658000000000001,active attacker
5.01187233627275,0.8326,no attacker
5.01187233627275,0.7132999999999999,active attacker
6.309573444801969,0.8714000000000001,no attacker
6.309573444801969,0.7697,active attacker
7.943282347242862,0.8894,no attacker
7.943282347242862,0.7933000000000001,active attacker
10.000000000000062,0.8934000000000001,no attacker
10.000000000000062,0.8404,active attacker
12.589254117941753,0.9254999999999999,no attacker
12.589254117941753,0.8645999999999999,active attacker
15.84893192461124,0.9432,no attacker
15.84893192461124,0.8850999999999999,active attacker
19.952623149688932,0.9706999999999999,no attacker
19.952623149688932,0.9191,active attacker
25.118864315095976,0.9545,no attacker
25.118864315095976,0.9166999999999998,active attacker
31.62277660168402,0.9738,no attacker
31.62277660168402,0.9416,active attacker
39.81071705535002,0.9824999999999999,no attacker
39.81071705535002,0.9571,active attacker
50.11872336272761,0.9833999999999999,no attacker
50.11872336272761,0.9652,active attacker
63.09573444801982,0.9953999999999998,no attacker
63.09573444801982,0.9748000000000001,active attacker
79.43282347242878,0.9808999999999999,no attacker
79.43282347242878,0.9764000000000002,active attacker
100.00000000000082,0.9943,no attacker
100.00000000000082,0.9712,active attacker
125.89254117941765,0.9978,no attacker
125.89254117941765,0.9903000000000001,active attacker
158.4893192461127,0.9981,no attacker
158.4893192461127,0.9924999999999999,active attacker
199.52623149688992,0.9888999999999999,no attacker
199.52623149688992,0.9888999999999999,active attacker
251.18864315096027,0.9791000000000001,no attacker
251.18864315096027,0.9984,active attacker
316.2277660168405,0.9831,no attacker
316.2277660168405,0.9913999999999998,active attacker
398.107170553501,1.0066,no attacker
398.107170553501,1.012,active attacker
501.18723362727764,1.0084,no attacker
501.18723362727764,0.9904,active attacker
630.9573444801995,0.9939,no attacker
630.9573444801995,1.0127000000000002,active attacker
794.3282347242887,1.0039,no attacker
794.3282347242887,1.0032999999999999,active attacker
1000.0000000000102,1.0026,no attacker
1000.0000000000102,0.9968,active attacker
1258.9254117941816,1.0034000000000003,no attacker
1258.9254117941816,1.0127000000000002,active attacker
1584.8931924611304,0.9889000000000001,no attacker
1584.8931924611304,1.0025,active attacker
1995.262314968899,0.9945999999999998,no attacker
1995.262314968899,0.9996,active attacker
2511.886431509608,0.9844999999999999,no attacker
2511.886431509608,0.9943000000000002,active attacker
3162.277660168418,1.009,no attacker
3162.277660168418,1.0003,active attacker
3981.0717055350183,1.0000999999999998,no attacker
3981.0717055350183,1.0002,active attacker
5011.872336272776,1.0065000000000002,no attacker
5011.872336272776,1.0094,active attacker
6309.5734448020075,0.9861000000000001,no attacker
6309.5734448020075,1.0043,active attacker
7943.282347242919,0.9931999999999999,no attacker
7943.282347242919,1.0016,active attacker
10000.000000000122,1.0153999999999999,no attacker
10000.000000000122,0.9978000000000001,active attacker
12589.254117941817,0.9963,no attacker
12589.254117941817,0.9957999999999998,active attacker
15848.931924611335,1.0089,no attacker
15848.931924611335,1.0109,active attacker
19952.623149689072,1.018,no attacker
19952.623149689072,0.9881000000000002,active attacker
25118.86431509613,0.9907999999999999,no attacker
25118.86431509613,0.9911,active attacker
31622.77660168418,0.9948999999999998,no attacker
31622.77660168418,0.9846,active attacker
39810.717055350266,0.9968,no attacker
39810.717055350266,0.9963000000000001,active attacker
50118.723362727964,1.0132999999999999,no attacker
50118.723362727964,0.9967,active attacker
63095.7344480202,0.9952,no attacker
63095.7344480202,1.0079999999999998,active attacker
79432.82347242918,0.9955,no attacker
79432.82347242918,1.0124999999999997,active attacker
100000.00000000143,0.9931000000000001,no attacker
100000.00000000143,1.0057,active attacker
