time,height_delta,beta
482.86389596728355,23,0.225
484.7883050032992,22,0.225
488.1798635405555,23,0.225
488.60212005864923,24,0.225
489.7596331154152,23,0.225
489.9537563626095,24,0.225
491.4198947098954,24,0.225
493.85488885264215,23,0.225
495.0340204641479,24,0.225
496.78436054170885,25,0.225
498.9862189303154,24,0.225
503.9815170439825,25,0.225
506.46819641486826,24,0.225
506.8002713263756,24,0.225
507.6459742412725,24,0.225
507.9557895726017,25,0.225
508.5069769649341,26,0.225
511.80851743615375,27,0.225
512.7115859907835,28,0.225
513.8869964765977,27,0.225
514.1808996498853,28,0.225
514.4521031865753,29,0.225
515.1345961794332,30,0.225
515.2069059131546,30,0.225
515.8834618319707,31,0.225
518.9499104687703,30,0.225
523.5456723685929,29,0.225
528.1036812192696,28,0.225
528.510119223902,29,0.225
530.6698495547495,28,0.225
530.8228563664512,28,0.225
532.437059434403,28,0.225
533.7605852166619,29,0.225
535.2162119059412,28,0.225
540.441268795875,29,0.225
540.8794080593048,28,0.225
543.3770350460404,27,0.225
543.7741426754978,28,0.225
545.5946532972841,29,0.225
550.5323950472498,28,0.225
552.4634344074401,28,0.225
556.739135126176,27,0.225
557.0803480020397,27,0.225
558.453929065728,28,0.225
563.3130224018784,27,0.225
563.9226121149529,28,0.225
564.9259294036483,28,0.225
565.83989584357,27,0.225
567.9545794509243,26,0.225
573.3150888015,25,0.225
579.8661257672767,26,0.225
580.4351708310614,27,0.225
581.6106689466106,26,0.225
588.1242777389431,25,0.225
589.9596440706907,26,0.225
591.0960974371477,25,0.225
593.8513217399602,26,0.225
599.2465822674017,27,0.225
605.7246843089804,28,0.225
605.8804835252477,29,0.225
609.1171462278087,28,0.225
611.4847741861906,27,0.225
624.5538867997477,28,0.225
626.3436978817743,29,0.225
631.0021270273426,28,0.225
631.8586708882273,29,0.225
633.0017473061511,29,0.225
641.4047772288932,30,0.225
641.4292025810489,31,0.225
644.2793697004855,30,0.225
646.2664313533579,31,0.225
646.5833317971724,32,0.225
646.7899480968575,33,0.225
650.7250784630769,32,0.225
650.8057923653618,32,0.225
658.4806260310327,33,0.225
661.2584494206204,34,0.225
661.5708783180521,33,0.225
667.7860038187862,32,0.225
668.9720292750428,32,0.225
673.7399161577416,31,0.225
676.0558286029225,30,0.225
679.3743351641807,29,0.225
679.9556197612329,30,0.225
685.1414777616785,29,0.225
688.3506099285106,30,0.225
690.3118495910652,29,0.225
690.8029756832648,29,0.225
690.8045122119906,29,0.225
692.8483308930437,28,0.225
694.6275299118901,29,0.225
696.756705365972,28,0.225
698.2930281301963,29,0.225
699.0708077009946,28,0.225
700.3393896706921,29,0.225
701.9213665946874,28,0.225
702.6915100185538,28,0.225
702.7198664308612,29,0.225
706.6729548183844,30,0.225
707.3476640143194,29,0.225
708.8446927667641,30,0.225
720.6458680318815,31,0.225
721.3879482164277,32,0.225
723.3991569013449,31,0.225
728.4672018387076,30,0.225
728.7675350953056,30,0.225
729.3961112890631,31,0.225
729.418204384247,32,0.225
732.6170106419784,31,0.225
733.2721771254025,31,0.225
733.8526126539981,32,0.225
733.8577147282491,32,0.225
735.8383470799928,33,0.225
735.9627248230544,34,0.225
739.4901911957007,35,0.225
742.4328336756245,34,0.225
742.8295855372809,34,0.225
744.59322962152,33,0.225
745.8564276885942,34,0.225
747.784290255441,33,0.225
748.2725968468807,33,0.225
750.5917364908179,34,0.225
751.9847643603532,35,0.225
753.8524297308726,36,0.225
755.9732664924471,35,0.225
758.8849945234393,36,0.225
763.623694782092,37,0.225
764.2292466104881,36,0.225
764.4327101480751,37,0.225
764.9496185235515,38,0.225
767.7246480511416,39,0.225
768.2378395464874,38,0.225
772.693258022223,37,0.225
775.6296456512902,36,0.225
775.6413122551929,37,0.225
776.3493312818653,37,0.225
783.8626695930672,38,0.225
786.6349673021306,39,0.225
787.252516472973,38,0.225
789.4913582586922,37,0.225
795.6882248913276,38,0.225
795.9353216914891,37,0.225
795.9396825663357,38,0.225
795.9668047613904,38,0.225
796.4935321496838,38,0.225
798.9355546498261,39,0.225
799.3476289285124,40,0.225
799.4892184123335,41,0.225
805.1555528826894,42,0.225
816.078282048186,41,0.225
818.4325761547693,42,0.225
818.8805291762872,41,0.225
819.0164432685675,41,0.225
823.4007844400796,40,0.225
823.5913994745065,40,0.225
824.760143916859,40,0.225
825.4708235929143,41,0.225
827.035419259932,42,0.225
828.65801601364,41,0.225
829.6150200993914,41,0.225
830.7923192633402,40,0.225
833.0421217566634,39,0.225
833.539402161869,40,0.225
835.41631197425,39,0.225
837.6114158666928,40,0.225
838.4723108845694,41,0.225
839.356405615836,42,0.225
839.3765077803124,43,0.225
840.3342716755446,44,0.225
844.0760343858891,43,0.225
846.9498746745445,44,0.225
853.7249121198381,45,0.225
853.9328356887684,44,0.225
855.3307081339216,44,0.225
859.2039955261635,43,0.225
863.9318637089519,42,0.225
864.1838137559154,42,0.225
865.2627739283291,42,0.225
865.3793887317073,43,0.225
865.7558290423099,43,0.225
867.8207027581248,42,0.225
869.9227338310583,41,0.225
874.009757280206,40,0.225
875.559248043191,41,0.225
878.0256853093595,42,0.225
883.4814296942097,41,0.225
886.462905388036,42,0.225
888.9808741669436,41,0.225
890.2260830499022,42,0.225
890.3744018371241,42,0.225
895.4864174865786,41,0.225
897.6664517496068,40,0.225
900.3607950544352,39,0.225
902.4739962789132,38,0.225
903.7890922766512,38,0.225
905.6382372882522,39,0.225
906.0651990354934,40,0.225
910.6002261822933,39,0.225
911.2317495766899,40,0.225
911.3174717455477,40,0.225
913.4003682040664,41,0.225
913.9401658338294,42,0.225
917.8117839554103,41,0.225
918.5046040271691,42,0.225
919.2417310286722,43,0.225
921.6305439237805,42,0.225
924.3896999560606,41,0.225
924.8114322116174,41,0.225
929.6687663234223,42,0.225
933.6130332706857,43,0.225
935.6864146953227,44,0.225
936.0856380353335,43,0.225
936.3356808828019,44,0.225
938.8730694893886,43,0.225
940.9536168065666,42,0.225
942.3201677746724,41,0.225
944.4323013081597,42,0.225
945.7513876169616,41,0.225
946.608298390893,41,0.225
949.2415605688406,42,0.225
949.6646672379666,41,0.225
949.9841574125301,42,0.225
950.6345448765409,42,0.225
950.8063698528548,42,0.225
952.3094793257065,41,0.225
953.4246218833929,41,0.225
954.4133911939316,42,0.225
955.2085576754037,41,0.225
956.198415586104,41,0.225
956.4357459455334,41,0.225
957.5526990602913,40,0.225
959.4255866001915,40,0.225
960.0376021448473,41,0.225
963.4598749638191,42,0.225
965.6687801532905,43,0.225
967.9463997645062,44,0.225
971.4078840434534,43,0.225
973.0883002437464,43,0.225
980.3043801045347,42,0.225
981.4258410321647,42,0.225
982.2563767114636,42,0.225
989.5470050464186,41,0.225
991.7620635565779,40,0.225
993.1301298029523,41,0.225
994.7712013907292,40,0.225
997.198424062596,39,0.225
1003.6222613820258,38,0.225
1005.3287048852425,39,0.225
1006.172039455256,38,0.225
1006.7997926076266,38,0.225
1010.9591833072535,37,0.225
1011.3948270552041,37,0.225
1011.46352221541,37,0.225
1015.5360031698613,38,0.225
1017.5233930025067,39,0.225
1019.3090084062319,40,0.225
1021.0647252190707,41,0.225
1022.533529249137,40,0.225
1027.3334877733419,41,0.225
1032.4594212106665,40,0.225
1033.9853551203691,40,0.225
1041.0831332469959,39,0.225
1041.193060058072,39,0.225
1044.959822802464,40,0.225
1045.6408554310067,39,0.225
1045.8647520940788,40,0.225
1046.9617067542015,41,0.225
1048.1699490089218,40,0.225
1050.4050370323503,39,0.225
1050.7384889129378,39,0.225
1051.2244945452512,39,0.225
1056.1233915227806,40,0.225
1056.82675105862,39,0.225
1056.971234855345,39,0.225
1057.7431810322469,39,0.225
1058.7378766558734,40,0.225
1061.2742038196595,39,0.225
1062.3269893014372,39,0.225
1063.636704566202,38,0.225
1064.0006755388526,39,0.225
1064.2054609451786,39,0.225
1064.207675475071,39,0.225
1065.1485505364735,39,0.225
1066.8865204838078,38,0.225
1068.2614898677691,38,0.225
1071.6475187205374,39,0.225
1073.6255627525447,40,0.225
1076.3346108316273,41,0.225
1076.6538931663945,40,0.225
1078.6673995263493,41,0.225
1079.4231448008488,40,0.225
1081.2014960419929,40,0.225
1082.0015386641085,39,0.225
1083.9438068424267,40,0.225
1086.6140611095504,39,0.225
1089.2735388342992,38,0.225
1090.655849526637,39,0.225
1090.6912280090112,39,0.225
1092.6133575740075,40,0.225
1095.5985229842665,41,0.225
1095.797633166504,40,0.225
1097.1482483514492,41,0.225
1098.8496551519852,40,0.225
1099.2394508454295,41,0.225
1101.2993847987352,42,0.225
1103.1562798360776,41,0.225
1104.1201058548693,42,0.225
1106.0627322925793,41,0.225
1107.7751238089224,42,0.225
1110.6803082881563,41,0.225
1112.7221144514815,40,0.225
1113.8500127613027,40,0.225
1114.9850947228435,41,0.225
1119.28955715925,42,0.225
1119.2998677642258,41,0.225
1119.3819744303312,42,0.225
1122.5782779982042,43,0.225
1126.2493487209676,42,0.225
1126.4616919832863,43,0.225
1131.4558485227817,42,0.225
1134.6407473808358,41,0.225
1137.9824830507998,42,0.225
1139.2588728610783,41,0.225
1145.0096985974149,42,0.225
1145.0426095250216,41,0.225
1150.2535471497936,40,0.225
1150.407407761605,41,0.225
1154.5534043638645,42,0.225
1156.67930035777,43,0.225
1159.8211667179153,44,0.225
1162.6058169801688,43,0.225
1162.9188423152739,43,0.225
1163.1685708438813,43,0.225
1164.7527002089387,44,0.225
1166.4271209930316,45,0.225
1166.882930131707,46,0.225
1169.4010556361409,47,0.225
1170.2963637839418,48,0.225
1176.2089631840354,47,0.225
1176.243317240505,47,0.225
1176.5908408167618,47,0.225
1177.654563718531,47,0.225
1180.9177118823588,46,0.225
1185.013056760287,47,0.225
1190.9957398840234,48,0.225
1192.3071582943624,49,0.225
1193.2234765580702,48,0.225
1193.7573545930354,48,0.225
1194.1362304221605,48,0.225
1195.2510037293666,47,0.225
1195.3714651773644,48,0.225
1196.936394429623,48,0.225
1200.431346603027,47,0.225
1200.9336129157373,47,0.225
1202.557297893926,48,0.225
1202.670554200964,49,0.225
1203.755586402644,48,0.225
1206.4568538651624,49,0.225
1207.0491696896984,48,0.225
1209.154033770449,49,0.225
1215.9653352239468,50,0.225
1216.6594149719456,49,0.225
1216.6924699258154,49,0.225
1219.909111604382,50,0.225
1219.9618381787511,51,0.225
1226.4340211772794,50,0.225
1229.2598287888038,49,0.225
1233.612854202457,48,0.225
1234.6992145352583,48,0.225
1240.3758291414188,47,0.225
1242.5374161424193,46,0.225
1243.8640282171993,47,0.225
1245.8888894868148,48,0.225
1249.7876901995846,47,0.225
1249.9172258608403,47,0.225
1252.2216952099413,48,0.225
1256.9811549523527,47,0.225
1262.0620855216912,48,0.225
1265.0091289272802,49,0.225
1265.8314092821424,48,0.225
1266.3879050007865,48,0.225
1268.5289696734937,49,0.225
1279.5236014125833,48,0.225
1285.140635600921,47,0.225
1286.3253979798171,47,0.225
1286.4955858509259,48,0.225
1293.066158605977,47,0.225
1294.6577090698743,48,0.225
1297.9388594243962,47,0.225
1297.9954748214313,47,0.225
1300.1077922752133,46,0.225
1300.3923430521575,46,0.225
1300.788893843087,47,0.225
1303.8729463599873,46,0.225
1305.701652957068,47,0.225
1306.6924946326412,46,0.225
1307.2508527561624,46,0.225
1308.0492053935666,46,0.225
1310.1895565158145,47,0.225
1311.6449493870662,46,0.225
1312.2430885319047,46,0.225
1315.2966565981499,47,0.225
1318.3662468042205,46,0.225
1321.0352067266629,47,0.225
1321.9382321872386,46,0.225
1322.3383062248054,46,0.225
1322.8072827904225,46,0.225
1322.8775530146072,46,0.225
1326.2994938103557,47,0.225
1326.4871320851996,46,0.225
1327.265892807206,46,0.225
1327.7550624784271,47,0.225
1329.0390453208315,46,0.225
1331.0863236900136,47,0.225
1332.760536177506,46,0.225
1344.8052049455416,45,0.225
1344.8070673610637,46,0.225
1348.6163367474926,45,0.225
1349.9186211695362,45,0.225
1365.2429913174658,44,0.225
1366.0021764247851,45,0.225
1366.403407877863,45,0.225
1367.62261081561,46,0.225
1367.6970777939505,47,0.225
1373.3183748159533,46,0.225
1377.7603421119156,45,0.225
1382.972813999018,44,0.225
1383.3568872041535,44,0.225
1385.7853561645666,45,0.225
1386.0061719236044,44,0.225
1389.7756815451908,43,0.225
1391.5815443601057,44,0.225
1391.6053547948018,44,0.225
1393.5817813367253,45,0.225
1393.8036608587452,46,0.225
1396.2496462629938,47,0.225
1397.439427823378,48,0.225
1397.523378474622,49,0.225
1397.823380080155,50,0.225
1401.593834036886,49,0.225
1401.964596839526,49,0.225
1404.3904227038995,48,0.225
1407.1364599746385,47,0.225
1408.5397641908803,48,0.225
1413.38821383648,47,0.225
1413.6420030488043,47,0.225
1414.4332171108601,48,0.225
1418.9064325880304,47,0.225
1419.4583851204823,47,0.225
1419.8069958765873,47,0.225
1421.8996919326448,46,0.225
1423.6610539866394,47,0.225
1423.9758559858496,48,0.225
1427.9917277909053,47,0.225
1429.000593573555,48,0.225
1429.3660062249423,49,0.225
1429.7145019715904,50,0.225
1433.6702173132007,49,0.225
1434.3632799312404,50,0.225
1434.3989538628014,50,0.225
1434.42880131189,50,0.225
1435.7446212742543,51,0.225
1437.574670196481,50,0.225
1437.9614417628268,50,0.225
1446.3754696167634,51,0.225
1446.6519153442848,50,0.225
1447.899312079424,50,0.225
1448.9813672899782,49,0.225
1451.2665487567199,48,0.225
1453.2589774412534,48,0.225
1453.671935682202,47,0.225
1455.1843720236668,47,0.225
1462.0578729314368,48,0.225
1465.0136870504443,49,0.225
1469.7832836107518,48,0.225
1479.207214200888,47,0.225
1479.6009771168895,48,0.225
1481.712821795201,49,0.225
1482.5485483158245,50,0.225
1486.5145537591595,49,0.225
1488.005493568102,49,0.225
1489.9932872649754,50,0.225
1491.0006777148333,51,0.225
1491.494781958696,50,0.225
1491.9521758283374,51,0.225
1494.1932679179176,50,0.225
1498.010792221386,51,0.225
1498.843113367693,50,0.225
1500.1503121793955,51,0.225
1500.6558329361403,51,0.225
1500.7220663618336,52,0.225
1502.327762523418,53,0.225
1503.807674917336,54,0.225
1504.37702721103,55,0.225
1506.449897400695,54,0.225
1508.4459976224,55,0.225
1509.5606117533175,54,0.225
1512.278601679181,53,0.225
1513.867565096494,54,0.225
1516.7104545018133,53,0.225
1522.3032362448728,54,0.225
1523.0241014502335,53,0.225
1524.4762407238543,53,0.225
1525.3745603855982,52,0.225
1527.5208896995546,53,0.225
1530.3515211604547,52,0.225
1530.5551185179384,52,0.225
1530.689146220617,52,0.225
1531.3459323325624,51,0.225
1532.6546195756196,51,0.225
1533.313135003261,52,0.225
1533.359781297919,52,0.225
1533.661405542637,53,0.225
1536.5900391597318,52,0.225
1539.5214297389707,51,0.225
1539.7918524673821,52,0.225
1546.8301807372607,51,0.225
1550.27779805163,50,0.225
1557.975766066343,49,0.225
1560.9844004464637,50,0.225
1563.5114847400353,49,0.225
1565.569542623875,48,0.225
1567.454104716803,48,0.225
1568.4412126900888,47,0.225
1570.8216908904217,46,0.225
1571.3762654429174,46,0.225
1571.8103707945208,46,0.225
1572.7528508071928,47,0.225
1574.304475960518,46,0.225
1574.4026156945201,47,0.225
1575.187456087299,48,0.225
1575.9551885385774,49,0.225
1577.3536373683855,48,0.225
1580.3333407813377,49,0.225
1580.5521472009004,48,0.225
1580.6080645762008,49,0.225
1583.7246226668994,50,0.225
1586.3080885598781,49,0.225
1586.8069084475123,49,0.225
1587.6471326537749,50,0.225
1589.2317723299911,51,0.225
1593.8905136409207,50,0.225
1596.628496237644,51,0.225
1597.439273901825,52,0.225
1606.2205902849996,53,0.225
1607.4066573567943,52,0.225
1607.4246888541857,52,0.225
1616.057134910285,51,0.225
1616.1973997906575,51,0.225
1616.280404920275,51,0.225
1616.644866857428,51,0.225
1620.5648674102565,50,0.225
1622.4523174585863,50,0.225
1624.040407086676,49,0.225
1626.553157086704,48,0.225
1627.1896636946808,48,0.225
1627.3702805839034,48,0.225
1628.1929395943134,49,0.225
1631.8720217533544,50,0.225
1633.5744857116129,51,0.225
1639.0549522979932,52,0.225
1643.7382317551355,51,0.225
1650.4446563905308,50,0.225
1653.1680099321472,49,0.225
1653.9458105430974,50,0.225
1659.319011213887,51,0.225
1663.9908322743563,50,0.225
1667.7411640784967,51,0.225
1668.0806361671523,52,0.225
1668.235089117542,53,0.225
1672.782344431011,54,0.225
1678.3237534842938,53,0.225
1681.196770182903,52,0.225
1685.0951441648574,53,0.225
1688.4021694197354,52,0.225
1688.8493728828907,52,0.225
1688.9252018618702,52,0.225
1693.738951776704,53,0.225
1695.266834602857,52,0.225
1697.349889111228,51,0.225
1699.6630271934919,52,0.225
1700.9370355530566,51,0.225
1701.0282846766916,51,0.225
1704.1943568347897,52,0.225
1706.2947938234902,51,0.225
1706.359056672141,51,0.225
1708.4542115058919,52,0.225
1708.933132649055,53,0.225
1710.644092630044,52,0.225
1716.977150122406,53,0.225
1717.0581081432254,52,0.225
1718.623266680412,52,0.225
1722.5922598784152,51,0.225
1728.1501883977148,50,0.225
1731.097778940034,51,0.225
1732.4674804344847,50,0.225
1735.180104807039,49,0.225
1736.9905052111217,49,0.225
1739.0808240590172,48,0.225
1740.3154980676431,49,0.225
1740.5324112315122,49,0.225
1746.028969233048,50,0.225
1746.8991155668764,51,0.225
1750.3076648626716,50,0.225
1751.5737034257459,51,0.225
1755.7150569592566,52,0.225
1757.4594668927652,53,0.225
1757.8899199030739,52,0.225
1759.470245067973,53,0.225
1760.041568769863,54,0.225
1761.3770819152712,55,0.225
1762.7313764873106,56,0.225
1766.425567872936,57,0.225
1767.0662824546835,56,0.225
1769.672895941812,55,0.225
1771.6403015536182,55,0.225
1773.7803062348232,54,0.225
1776.0307904321073,55,0.225
1778.892507099342,54,0.225
1781.7741661915825,53,0.225
1785.651451330881,52,0.225
1788.8898831126123,53,0.225
1789.5775305288075,54,0.225
1791.0942121839491,55,0.225
1793.3339148319421,54,0.225
1794.2802394865032,54,0.225
1796.2851093945326,53,0.225
1809.658696843023,54,0.225
1811.410249595068,53,0.225
1814.6555414587915,52,0.225
1816.4116772161788,52,0.225
1817.272885516295,51,0.225
1819.363518047003,50,0.225
1819.648314783089,50,0.225
1820.5376790142254,50,0.225
1821.4024934190943,51,0.225
1821.5702639244435,50,0.225
1826.5768245527597,51,0.225
1831.1086213226156,50,0.225
1831.226056798252,51,0.225
1831.2420343410695,51,0.225
1839.7542836365878,52,0.225
1840.3932856690867,51,0.225
1842.0150003604306,52,0.225
1844.1667279218655,51,0.225
1844.7281426791465,52,0.225
1844.9336827911952,53,0.225
1846.1959838326088,54,0.225
1847.0294822734586,53,0.225
1861.563228011105,54,0.225
1862.917420310518,55,0.225
1863.2592820443879,56,0.225
1864.48300919191,55,0.225
1864.9710505508028,55,0.225
1865.0288426740935,55,0.225
1868.149233616568,56,0.225
1870.209168040915,57,0.225
1870.610641406416,56,0.225
1871.291790901624,56,0.225
1877.2480037623275,55,0.225
1879.4557556915593,54,0.225
1884.3125844469414,55,0.225
1886.5805470964153,54,0.225
1889.1202089926505,53,0.225
1889.3921694277462,53,0.225
1892.8846249760934,54,0.225
1892.9631822295817,55,0.225
1893.0071229863538,56,0.225
1894.0162393149653,57,0.225
1894.8004927741465,56,0.225
1895.802346901764,56,0.225
1897.3329641542662,55,0.225
1899.8863179766163,54,0.225
1904.5895285790662,55,0.225
1906.110114649178,54,0.225
1906.9183281698922,55,0.225
1909.339873872545,54,0.225
1911.0928653598112,55,0.225
1912.9507297681807,56,0.225
1914.4085056553206,55,0.225
1915.090490418719,55,0.225
1916.6359126186078,56,0.225
1918.749703298636,55,0.225
1920.4297230585155,56,0.225
1921.7041971914455,55,0.225
1923.0581600045848,55,0.225
1923.0947920143633,55,0.225
1925.2480638025393,56,0.225
1929.592692995071,55,0.225
1930.316838059013,55,0.225
1930.5780197070485,55,0.225
1931.043551191295,56,0.225
1932.3734994822214,57,0.225
1934.925590341118,56,0.225
1934.932023828101,57,0.225
1936.1345478838887,58,0.225
1936.316199193024,59,0.225
1936.6947821526223,60,0.225
1941.3622128776792,61,0.225
1942.4563235070689,62,0.225
1942.8322428757297,61,0.225
1944.7017394941681,61,0.225
1945.7876165777275,62,0.225
1947.1825659229582,63,0.225
1948.7328563899812,62,0.225
1952.6212450722194,63,0.225
1955.7778171086304,64,0.225
1957.7375881628882,63,0.225
1959.821477244973,62,0.225
1960.243310235585,62,0.225
1960.2632497577283,63,0.225
1960.7518012514722,64,0.225
1962.2144251095008,63,0.225
1963.1025403815536,64,0.225
1963.1914024129674,64,0.225
1965.381529250015,65,0.225
1966.1389506495132,64,0.225
1974.4848795843411,63,0.225
1976.2086127672853,64,0.225
1977.610310899581,65,0.225
1980.7933948272093,64,0.225
1984.0862869944428,65,0.225
1985.1436649511973,64,0.225
1987.719479556762,65,0.225
1988.437120610475,66,0.225
1989.1943297926634,65,0.225
1989.5784093680018,65,0.225
1990.6679598690218,65,0.225
1992.62459186571,64,0.225
1998.5337019561105,65,0.225
0.015437809635272531,1,0.2
3.6152574700189284,2,0.2
5.470885198306736,1,0.2
6.3105681832507,1,0.2
6.592912778348342,0,0.2
8.434441663005366,0,0.2
10.006630886738833,1,0.2
10.580201424897307,0,0.2
12.892770638606237,0,0.2
13.059109351332374,0,0.2
13.691056896843042,0,0.2
14.903563293070963,0,0.2
18.09496682993835,0,0.2
20.038688182259023,1,0.2
20.59274734723573,0,0.2
21.631648671592533,0,0.2
21.784243608432813,0,0.2
